Calendar_Year,Calendar_Month,route,rides
2019,2,53A,5718.857142857143
2019,2,54,8206.214285714286
2019,2,54A,664.2
2019,2,54B,2171.6071428571427
2019,2,55,7692.357142857143
2019,2,55A,294.25
2019,2,55N,484.9166666666667
2019,2,56,7128.0
2019,2,57,1919.4642857142858
2019,2,59,2831.2916666666665
2019,2,6,7776.785714285715
2019,2,60,9319.892857142857
2019,2,62,8130.714285714285
2019,2,62H,758.5416666666666
2019,2,63,12761.0
2019,2,63W,1161.857142857143
2019,2,65,6617.857142857143
2019,2,66,18051.5
2019,2,67,8073.321428571428
2019,2,68,887.0357142857143
2019,2,7,5660.95
2019,2,70,7178.464285714285
2019,2,71,7585.892857142857
2019,2,72,11887.607142857143
2019,2,73,4393.607142857143
2019,2,74,9894.142857142857
2019,2,75,5729.142857142857
2019,2,76,9295.964285714286
2019,2,77,16323.607142857143
2019,2,78,6291.678571428572
2019,2,79,20210.071428571428
2019,2,8,18981.428571428572
2019,2,80,8839.07142857143
2019,2,81,9383.0
2019,2,81W,1287.3214285714287
2019,2,82,13957.42857142857
2019,2,84,2915.3571428571427
2019,2,85,7415.678571428572
2019,2,85A,566.3333333333334
2019,2,86,2530.75
2019,2,87,9372.964285714286
2019,2,88,953.9642857142857
2019,2,8A,2287.964285714286
2019,2,9,15077.392857142857
2019,2,90,3272.4285714285716
2019,2,91,5171.392857142857
2019,2,92,5143.714285714285
2019,2,93,3012.6666666666665
2019,2,94,6398.214285714285
2019,2,95,4556.464285714285
2019,2,96,791.8
2019,2,97,2398.5
2019,2,J14,8529.785714285714
2019,2,X49,6481.05
2019,2,X9,8059.0
2019,2,X98,13.55
2019,3,2,3445.3809523809523
2019,3,15,6177.5161290322585
2019,3,18,3182.2258064516127
2019,3,20,14080.0
2019,3,34,3899.6129032258063
2019,3,35,3831.8387096774195
2019,3,37,1541.4761904761904
2019,3,39,1442.6774193548388
2019,3,43,1135.2307692307693
2019,3,44,2573.2903225806454
2019,3,143,1784.8095238095239
2019,3,147,10095.129032258064
2019,3,151,11813.75
2019,3,152,7602.645161290323
2019,3,155,5513.032258064516
2019,3,156,6693.047619047619
2019,3,157,6178.571428571428
2019,3,165,196.04761904761904
2019,3,169,132.20833333333334
2019,3,171,852.3870967741935
2019,3,172,1367.3870967741937
2019,3,192,791.5714285714286
2019,3,1,1764.2380952380952
2019,3,100,500.0952380952381
2019,3,1001,49.45161290322581
2019,3,103,1606.6451612903227
2019,3,106,1009.5806451612904
2019,3,108,1052.1904761904761
2019,3,11,1236.225806451613
2019,3,111,2609.2580645161293
2019,3,111A,152.41935483870967
2019,3,112,1536.9354838709678
2019,3,115,2388.9032258064517
2019,3,119,3500.2903225806454
2019,3,12,10188.0
2019,3,120,830.3333333333334
2019,3,121,1154.0
2019,3,124,949.4193548387096
2019,3,125,1180.047619047619
2019,3,126,4036.7741935483873
2019,3,134,2930.6190476190477
2019,3,135,3599.7619047619046
2019,3,136,1939.3333333333333
2019,3,146,11151.774193548386
2019,3,148,2427.0476190476193
2019,3,151,14314.6
2019,3,19,278.4761904761905
2019,3,20,14085.521739130434
2019,3,201,2095.3846153846152
2019,3,206,602.4285714285714
2019,3,21,7674.935483870968
2019,3,22,14484.612903225807
2019,3,24,2783.3809523809523
2019,3,26,4233.523809523809
2019,3,28,4755.774193548387
2019,3,29,9549.225806451614
2019,3,3,13749.612903225807
2019,3,30,2515.032258064516
2019,3,31,510.85714285714283
2019,3,36,11443.838709677419
2019,3,4,16568.967741935485
2019,3,43,1125.611111111111
2019,3,47,7726.354838709677
2019,3,48,972.1428571428571
2019,3,49,13979.516129032258
2019,3,49B,4451.870967741936
2019,3,5,351.64516129032256
2019,3,50,8233.193548387097
2019,3,51,1095.483870967742
2019,3,52,10150.935483870968
2019,3,52A,3151.967741935484
2019,3,53,15455.09677419355
2019,3,53A,5952.322580645161
2019,3,54,8353.806451612903
2019,3,54A,684.4761904761905
2019,3,54B,2283.483870967742
2019,3,55,7732.903225806452
2019,3,55A,304.42857142857144
2019,3,55N,472.03846153846155
2019,3,56,6963.5161290322585
2019,3,57,1909.967741935484
2019,3,59,2905.423076923077
2019,3,6,8071.8387096774195
2019,3,60,9043.516129032258
2019,3,62,8429.709677419354
2019,3,62H,792.3846153846154
2019,3,63,12798.709677419354
2019,3,63W,1123.516129032258
2019,3,65,6744.451612903225
2019,3,66,18398.322580645163
2019,3,67,8222.258064516129
2019,3,68,910.741935483871
2019,3,7,5295.714285714285
2019,3,70,7089.129032258064
2019,3,71,7659.354838709677
2019,3,72,11998.193548387097
2019,3,73,4439.612903225807
2019,3,74,9834.064516129032
2019,3,75,5760.451612903225
2019,3,76,9381.935483870968
2019,3,77,16148.548387096775
2019,3,78,6381.193548387097
2019,3,79,20136.83870967742
2019,3,8,18023.967741935485
2019,3,80,8929.838709677419
2019,3,81,9583.90322580645
2019,3,81W,1269.3870967741937
2019,3,82,13899.774193548386
2019,3,84,3062.8387096774195
2019,3,85,7559.903225806452
2019,3,85A,590.4230769230769
2019,3,86,2629.9523809523807
2019,3,87,9348.483870967742
2019,3,88,918.9354838709677
2019,3,8A,2373.2580645161293
2019,3,9,15441.677419354839
2019,3,90,3469.3548387096776
2019,3,91,5052.387096774193
2019,3,92,5128.064516129032
2019,3,93,3092.0
2019,3,94,6418.1612903225805
2019,3,95,4688.1612903225805
2019,3,96,775.952380952381
2019,3,97,2451.5806451612902
2019,3,J14,8432.870967741936
2019,3,X49,6709.333333333333
2019,3,X9,8275.666666666666
2019,3,X98,12.666666666666666
2019,4,2,3577.3636363636365
2019,4,15,5976.233333333334
2019,4,18,3345.6666666666665
2019,4,20,13976.111111111111
2019,4,34,3953.6666666666665
2019,4,35,3982.4
2019,4,37,1468.1363636363637
2019,4,39,1489.4666666666667
2019,4,43,1120.3
2019,4,44,2546.766666666667
2019,4,143,1802.5454545454545
2019,4,147,10450.866666666667
2019,4,151,13389.05
2019,4,152,7717.066666666667
2019,4,155,5762.233333333334
2019,4,156,6648.227272727273
2019,4,157,6531.363636363636
2019,4,165,185.9090909090909
2019,4,169,83.54166666666667
2019,4,171,1020.7333333333333
2019,4,172,1822.5
2019,4,192,811.6363636363636
2019,4,1,1710.5454545454545
2019,4,100,455.45454545454544
2019,4,1001,92.44827586206897
2019,4,103,1590.9
2019,4,106,907.2666666666667
2019,4,108,983.7727272727273
2019,4,11,1280.7666666666667
2019,4,111,2477.0
2019,4,111A,173.2
2019,4,112,1413.1333333333334
2019,4,115,2375.633333333333
2019,4,119,3503.5666666666666
2019,4,12,10339.9
2019,4,120,786.5909090909091
2019,4,121,1114.9545454545455
2019,4,124,949.7666666666667
2019,4,125,1162.9545454545455
2019,4,126,4114.166666666667
2019,4,134,3004.318181818182
2019,4,135,3537.7272727272725
2019,4,136,1968.8181818181818
2019,4,146,11595.5
2019,4,148,2503.2272727272725
2019,4,151,13570.3
2019,4,19,184.375
2019,4,20,13748.238095238095
2019,4,201,2307.8076923076924
2019,4,206,678.4090909090909
2019,4,21,7840.933333333333
2019,4,22,14782.7
2019,4,24,2606.181818181818
2019,4,26,4174.227272727273
2019,4,28,4806.4
2019,4,29,9724.266666666666
2019,4,3,14288.733333333334
2019,4,30,2489.2
2019,4,31,552.3181818181819
2019,4,36,11432.133333333333
2019,4,4,17014.933333333334
2019,4,43,1160.25
2019,4,47,7772.6
2019,4,48,829.5454545454545
2019,4,49,13988.333333333334
2019,4,49B,4464.966666666666
2019,4,5,387.0
2019,4,50,8008.266666666666
2019,4,51,1105.1333333333334
2019,4,52,10328.266666666666
2019,4,52A,3266.8
2019,4,53,15319.766666666666
2019,4,53A,5885.133333333333
2019,4,54,8459.1
2019,4,54A,731.5909090909091
2019,4,54B,2422.2
2019,4,55,7772.933333333333
2019,4,55A,297.40909090909093
2019,4,55N,462.5769230769231
2019,4,56,6766.133333333333
2019,4,57,1856.5333333333333
2019,4,59,2870.6153846153848
2019,4,6,8395.366666666667
2019,4,60,9754.533333333333
2019,4,62,8551.8
2019,4,62H,800.9230769230769
2019,4,63,12623.166666666666
2019,4,63W,1201.3333333333333
2019,4,65,6953.766666666666
2019,4,66,18661.266666666666
2019,4,67,7979.6
2019,4,68,818.8666666666667
2019,4,7,5561.863636363636
2019,4,70,7217.2
2019,4,71,7543.1
2019,4,72,11973.266666666666
2019,4,73,4459.7
2019,4,74,9992.766666666666
2019,4,75,5779.066666666667
2019,4,76,8615.533333333333
2019,4,77,16754.733333333334
2019,4,78,6371.6
2019,4,79,20181.8
2019,4,8,19031.066666666666
2019,4,80,9095.266666666666
2019,4,81,9729.9
2019,4,81W,1322.2666666666667
2019,4,82,14086.566666666668
2019,4,84,2976.3333333333335
2019,4,85,7697.1
2019,4,85A,650.8076923076923
2019,4,86,2242.7272727272725
2019,4,87,9434.266666666666
2019,4,88,981.8666666666667
2019,4,8A,2337.733333333333
2019,4,9,15231.866666666667
2019,4,90,3646.4666666666667
2019,4,91,5142.366666666667
2019,4,92,5177.6
2019,4,93,3160.230769230769
2019,4,94,6732.9
2019,4,95,4675.9
2019,4,96,784.6363636363636
2019,4,97,2490.3333333333335
2019,4,J14,8719.2
2019,4,X49,6048.363636363636
2019,4,X9,7800.954545454545
2019,4,X98,11.45
2019,5,2,3653.181818181818
2019,5,15,6542.774193548387
2019,5,18,3249.7096774193546
2019,5,20,13312.125
2019,5,34,4214.8387096774195
2019,5,35,4135.0
2019,5,37,1484.5454545454545
2019,5,39,1512.225806451613
2019,5,43,1207.5555555555557
2019,5,44,2695.3548387096776
2019,5,143,1734.5
2019,5,147,10318.58064516129
2019,5,151,13704.684210526315
2019,5,152,8497.58064516129
2019,5,155,5406.290322580645
2019,5,156,6649.045454545455
2019,5,157,5002.136363636364
2019,5,165,204.9090909090909
2019,5,169,79.84
2019,5,171,948.6774193548387
2019,5,172,1782.8387096774193
2019,5,192,808.1818181818181
2019,5,1,1732.1818181818182
2019,5,10,167.5
2019,5,100,509.6363636363636
2019,5,1001,171.3
2019,5,103,1666.258064516129
2019,5,106,976.8064516129032
2019,5,108,1052.1818181818182
2019,5,11,1224.032258064516
2019,5,111,2704.7096774193546
2019,5,111A,189.19354838709677
2019,5,112,1534.0
2019,5,115,2569.548387096774
2019,5,119,3745.483870967742
2019,5,12,10331.129032258064
2019,5,120,751.8181818181819
2019,5,121,1110.6363636363637
2019,5,124,1048.483870967742
2019,5,125,1122.4545454545455
2019,5,126,4218.290322580645
2019,5,130,265.0
2019,5,134,2820.4545454545455
2019,5,135,3363.181818181818
2019,5,136,1954.6363636363637
2019,5,146,11781.387096774193
2019,5,148,2437.2272727272725
2019,5,151,13419.5
2019,5,19,227.0
2019,5,20,14446.04347826087
2019,5,201,2279.3846153846152
2019,5,206,741.9545454545455
2019,5,21,7944.935483870968
2019,5,22,14922.193548387097
2019,5,24,2863.5
2019,5,26,4211.863636363636
2019,5,28,5001.354838709677
2019,5,29,10343.58064516129
2019,5,3,14343.41935483871
2019,5,30,2730.7096774193546
2019,5,31,400.6818181818182
2019,5,36,11455.41935483871
2019,5,4,17612.322580645163
2019,5,43,1232.6923076923076
2019,5,47,8321.193548387097
2019,5,48,969.2272727272727
2019,5,49,14844.09677419355
2019,5,49B,4643.129032258064
2019,5,5,421.80645161290323
2019,5,50,7973.064516129032
2019,5,51,1185.6451612903227
2019,5,52,10719.516129032258
2019,5,52A,3392.4193548387098
2019,5,53,16338.161290322581
2019,5,53A,6126.870967741936
2019,5,54,8925.225806451614
2019,5,54A,744.9545454545455
2019,5,54B,2481.516129032258
2019,5,55,8409.354838709678
2019,5,55A,333.1363636363636
2019,5,55N,485.11538461538464
2019,5,56,7133.612903225807
2019,5,57,1980.4193548387098
2019,5,59,3132.730769230769
2019,5,6,8714.387096774193
2019,5,60,8790.258064516129
2019,5,62,8865.354838709678
2019,5,62H,835.2692307692307
2019,5,63,13301.548387096775
2019,5,63W,1208.516129032258
2019,5,65,7304.290322580645
2019,5,66,18956.064516129034
2019,5,67,8523.322580645161
2019,5,68,835.3548387096774
2019,5,7,4742.772727272727
2019,5,70,7756.032258064516
2019,5,71,8152.290322580645
2019,5,72,12534.967741935483
2019,5,73,4843.903225806452
2019,5,74,10342.516129032258
2019,5,75,6224.387096774193
2019,5,76,9379.741935483871
2019,5,77,17331.967741935485
2019,5,78,6320.225806451613
2019,5,79,21267.8064516129
2019,5,8,17258.09677419355
2019,5,80,9391.516129032258
2019,5,81,9787.612903225807
2019,5,81W,1333.9032258064517
2019,5,82,14340.225806451614
2019,5,84,3209.967741935484
2019,5,85,7966.193548387097
2019,5,85A,710.2692307692307
2019,5,86,2375.3636363636365
2019,5,87,9972.064516129032
2019,5,88,1046.6451612903227
2019,5,8A,2567.064516129032
2019,5,9,16111.90322580645
2019,5,90,3683.8387096774195
2019,5,91,5355.806451612903
2019,5,92,5068.967741935484
2019,5,93,3269.153846153846
2019,5,94,7111.387096774193
2019,5,95,4969.774193548387
2019,5,96,784.1363636363636
2019,5,97,2560.6451612903224
2019,5,J14,9007.258064516129
2019,5,X49,6803.409090909091
2019,5,X9,8603.40909090909
2019,5,X98,9.9
2019,6,2,3613.4
2019,6,15,6252.066666666667
2019,6,18,3051.6666666666665
2019,6,20,13000.923076923076
2019,6,34,3966.266666666667
2019,6,35,3990.7
2019,6,37,1468.15
2019,6,39,1471.7666666666667
2019,6,43,1226.7272727272727
2019,6,44,2470.7
2019,6,143,1784.45
2019,6,147,10433.8
2019,6,151,13680.733333333334
2019,6,152,7923.833333333333
2019,6,155,5108.433333333333
2019,6,156,6854.85
2019,6,157,4512.65
2019,6,165,205.15
2019,6,169,73.04166666666667
2019,6,171,538.52
2019,6,172,995.76
2019,6,192,858.7
2019,6,1,1804.75
2019,6,10,294.4
2019,6,100,474.8
2019,6,1001,178.5
2019,6,103,1632.7333333333333
2019,6,106,842.7
2019,6,108,961.55
2019,6,11,1192.8666666666666
2019,6,111,2467.1666666666665
2019,6,111A,215.96666666666667
2019,6,112,1388.9333333333334
2019,6,115,2369.266666666667
2019,6,119,3546.5333333333333
2019,6,12,9906.7
2019,6,120,765.2
2019,6,121,1134.65
2019,6,124,1319.1666666666667
2019,6,125,1172.35
2019,6,126,4022.4666666666667
2019,6,130,475.43333333333334
2019,6,134,2841.6
2019,6,135,3395.85
2019,6,136,1994.65
2019,6,146,12382.033333333333
2019,6,148,2342.4
2019,6,151,14523.933333333332
2019,6,19,102.85714285714286
2019,6,20,13531.35294117647
2019,6,201,1746.0
2019,6,206,257.05
2019,6,21,7870.3
2019,6,22,14761.1
2019,6,24,2670.75
2019,6,26,4231.85
2019,6,28,4855.866666666667
2019,6,29,10520.8
2019,6,3,14015.666666666666
2019,6,30,2631.9666666666667
2019,6,31,337.35
2019,6,36,11327.566666666668
2019,6,4,16919.033333333333
2019,6,43,1099.0
2019,6,47,8061.966666666666
2019,6,48,798.65
2019,6,49,14729.933333333332
2019,6,49B,4634.066666666667
2019,6,5,425.8666666666667
2019,6,50,7688.966666666666
2019,6,51,1126.4666666666667
2019,6,52,10102.166666666666
2019,6,52A,3277.6666666666665
2019,6,53,15585.666666666666
2019,6,53A,5722.966666666666
2019,6,54,8801.366666666667
2019,6,54A,775.9
2019,6,54B,2546.4333333333334
2019,6,55,8260.466666666667
2019,6,55A,311.25
2019,6,55N,454.4
2019,6,56,6896.066666666667
2019,6,57,1845.1333333333334
2019,6,59,2873.4
2019,6,6,9108.933333333332
2019,6,60,8197.433333333332
2019,6,62,8598.433333333332
2019,6,62H,840.52
2019,6,63,12783.5
2019,6,63W,1199.5333333333333
2019,6,65,7359.033333333334
2019,6,66,18681.7
2019,6,67,8178.933333333333
2019,6,68,719.4666666666667
2019,6,7,4144.55
2019,6,70,7318.033333333334
2019,6,71,7624.166666666667
2019,6,72,12654.266666666666
2019,6,73,4528.433333333333
2019,6,74,10024.4
2019,6,75,5933.5
2019,6,76,9459.6
2019,6,77,16876.566666666666
2019,6,78,6330.033333333334
2019,6,79,20907.166666666668
2019,6,8,15959.8
2019,6,80,9406.3
2019,6,81,9778.6
2019,6,81W,1271.9666666666667
2019,6,82,13557.6
2019,6,84,3015.266666666667
2019,6,85,7751.333333333333
2019,6,85A,671.08
2019,6,86,2112.1
2019,6,87,9654.6
2019,6,88,952.2333333333333
2019,6,8A,2359.5666666666666
2019,6,9,16043.533333333333
2019,6,90,3662.233333333333
2019,6,91,5058.466666666666
2019,6,92,4877.4
2019,6,93,2964.84
2019,6,94,6776.933333333333
2019,6,95,4678.2
2019,6,96,781.0
2019,6,97,2480.8333333333335
2019,6,J14,9111.9
2019,6,X49,6159.1
2019,6,X9,7898.25
2019,6,X98,6.266666666666667
2019,7,2,3387.909090909091
2019,7,15,6080.677419354839
2019,7,18,2988.9032258064517
2019,7,20,12101.142857142857
2019,7,34,3971.935483870968
2019,7,35,3903.7096774193546
2019,7,37,1364.4545454545455
2019,7,39,1477.1612903225807
2019,7,43,1093.75
2019,7,44,2365.483870967742
2019,7,143,1577.2727272727273
2019,7,147,10628.0
2019,7,151,14643.727272727272
2019,7,152,6517.645161290323
2019,7,155,5338.419354838709
2019,7,156,6512.863636363636
2019,7,157,4453.227272727273
2019,7,165,156.5
2019,7,169,69.8
2019,7,171,260.09090909090907
2019,7,172,552.5
2019,7,192,886.2272727272727
2019,7,1,1649.409090909091
2019,7,10,569.1935483870968
2019,7,100,449.1818181818182
2019,7,1001,2612.5806451612902
2019,7,103,1622.3870967741937
2019,7,106,800.0645161290323
2019,7,108,873.8636363636364
2019,7,11,1212.258064516129
2019,7,111,2365.2580645161293
2019,7,111A,209.29032258064515
2019,7,112,1311.4516129032259
2019,7,115,2239.2903225806454
2019,7,119,3415.7741935483873
2019,7,12,9623.838709677419
2019,7,120,707.9090909090909
2019,7,121,1106.409090909091
2019,7,124,1698.1935483870968
2019,7,125,1136.8636363636363
2019,7,126,3950.516129032258
2019,7,130,626.3225806451613
2019,7,134,2720.681818181818
2019,7,135,3262.590909090909
2019,7,136,1920.6818181818182
2019,7,146,11970.516129032258
2019,7,148,2275.2272727272725
2019,7,151,14366.15
2019,7,19,78.8
2019,7,20,13142.416666666666
2019,7,201,1484.5384615384614
2019,7,206,161.22727272727272
2019,7,21,7582.032258064516
2019,7,22,14825.387096774193
2019,7,24,2514.409090909091
2019,7,26,4135.681818181818
2019,7,28,4714.967741935484
2019,7,29,10603.645161290322
2019,7,3,13929.0
2019,7,30,2371.1935483870966
2019,7,31,338.8181818181818
2019,7,36,11165.58064516129
2019,7,4,16674.1935483871
2019,7,43,1140.1052631578948
2019,7,47,7878.032258064516
2019,7,48,644.1363636363636
2019,7,49,14259.322580645161
2019,7,49B,4605.225806451613
2019,7,5,451.4516129032258
2019,7,50,7302.322580645161
2019,7,51,1012.3225806451613
2019,7,52,9449.709677419354
2019,7,52A,3151.0967741935483
2019,7,53,14880.451612903225
2019,7,53A,5303.387096774193
2019,7,54,8622.09677419355
2019,7,54A,742.2727272727273
2019,7,54B,2474.2903225806454
2019,7,55,8060.193548387097
2019,7,55A,280.54545454545456
2019,7,55N,425.65384615384613
2019,7,56,6775.354838709677
2019,7,57,1770.774193548387
2019,7,59,2742.076923076923
2019,7,6,8497.58064516129
2019,7,60,7924.612903225807
2019,7,62,8263.064516129032
2019,7,62H,812.4230769230769
2019,7,63,12441.483870967742
2019,7,63W,1215.8387096774193
2019,7,65,7326.354838709677
2019,7,66,18392.387096774193
2019,7,67,7749.129032258064
2019,7,68,620.8709677419355
2019,7,7,3765.9545454545455
2019,7,70,6893.870967741936
2019,7,71,7491.322580645161
2019,7,72,12747.354838709678
2019,7,73,4211.419354838709
2019,7,74,9614.709677419354
2019,7,75,5696.806451612903
2019,7,76,9386.161290322581
2019,7,77,16147.709677419354
2019,7,78,6385.8387096774195
2019,7,79,20331.8064516129
2019,7,8,15636.290322580646
2019,7,80,8678.451612903225
2019,7,81,9649.225806451614
2019,7,81W,1206.483870967742
2019,7,82,12852.290322580646
2019,7,84,2616.451612903226
2019,7,85,7368.419354838709
2019,7,85A,545.2692307692307
2019,7,86,1626.7272727272727
2019,7,87,9368.612903225807
2019,7,88,879.516129032258
2019,7,8A,2274.6774193548385
2019,7,9,15682.451612903225
2019,7,90,3656.032258064516
2019,7,91,4831.8387096774195
2019,7,92,4726.290322580645
2019,7,93,2907.5384615384614
2019,7,94,6412.129032258064
2019,7,95,4545.8387096774195
2019,7,96,768.5909090909091
2019,7,97,2497.7419354838707
2019,7,J14,8673.806451612903
2019,7,X49,5192.136363636364
2019,7,X9,6954.5
2019,7,X98,4.066666666666666
2019,8,2,3277.2727272727275
2019,8,15,5847.677419354839
2019,8,18,3101.3548387096776
2019,8,20,10994.75
2019,8,34,3863.3548387096776
2019,8,35,4014.3225806451615
2019,8,37,1320.1363636363637
2019,8,39,1471.1290322580646
2019,8,43,1202.111111111111
2019,8,44,2260.9032258064517
2019,8,143,1644.7272727272727
2019,8,147,10594.870967741936
2019,8,151,14061.466666666667
2019,8,152,6653.387096774193
2019,8,155,5435.354838709677
2019,8,156,6427.227272727273
2019,8,157,4660.954545454545
2019,8,165,177.13636363636363
2019,8,169,64.8695652173913
2019,8,171,221.95454545454547
2019,8,172,496.3181818181818
2019,8,192,784.0909090909091
2019,8,1,1643.590909090909
2019,8,10,549.4193548387096
2019,8,100,450.0
2019,8,1001,1352.6129032258063
2019,8,103,1552.5483870967741
2019,8,106,802.9677419354839
2019,8,108,785.7272727272727
2019,8,11,1167.5483870967741
2019,8,111,2265.548387096774
2019,8,111A,215.09677419354838
2019,8,112,1294.0967741935483
2019,8,115,2210.4193548387098
2019,8,119,3395.8387096774195
2019,8,12,9919.645161290322
2019,8,120,670.6818181818181
2019,8,121,1074.909090909091
2019,8,124,1629.6451612903227
2019,8,125,1079.8636363636363
2019,8,126,3979.1612903225805
2019,8,128,410.0
2019,8,130,653.4516129032259
